loan_id,default_date,default_reason,unpaid_amount
59726,2023-08-27,Fraud,37810.83
59727,2023-11-27,Job Loss,26864.79
59728,2023-04-11,Fraud,31596.99
59730,2023-12-24,Bankruptcy,16821.47
59732,2023-04-04,Fraud,28631.41
59733,2023-10-26,Fraud,15740.96
59736,2023-12-13,Bankruptcy,38395.59
59737,2023-06-13,Bankruptcy,28453.44
59739,2023-05-17,Bankruptcy,9516.24
59740,2023-11-17,Missed Payments,67233.68
59742,2023-07-04,Bankruptcy,58272.91
59743,2023-08-17,Fraud,39782.32
59747,2023-05-21,Bankruptcy,50810.95
59751,2023-09-16,Missed Payments,68213.3
59752,2023-12-24,Bankruptcy,5686.03
59755,2023-01-03,Bankruptcy,68559.14
59756,2023-10-31,Missed Payments,22018.71
59759,2023-04-06,Fraud,60378.76
59760,2023-06-15,Job Loss,43432.24
59762,2023-01-15,Job Loss,23132.98
59763,2023-05-06,Fraud,13542.42
59765,2023-09-08,Job Loss,34033.83
59766,2023-05-11,Fraud,42386.41
59771,2023-08-20,Fraud,10836.68
59775,2023-01-23,Bankruptcy,7777.94
59779,2023-03-10,Missed Payments,59861.72
59780,2023-03-08,Job Loss,32639.16
59783,2023-06-07,Bankruptcy,18245.18
59786,2023-09-13,Missed Payments,67454.98
59787,2023-04-14,Bankruptcy,20248.25
59789,2023-10-11,Missed Payments,5829.07
59792,2023-09-07,Fraud,19019.33
59797,2023-05-01,Missed Payments,30315.64
59798,2023-06-19,Fraud,25673.94
59801,2023-06-19,Fraud,27507.29
59802,2023-12-31,Missed Payments,21147.02
59804,2023-03-26,Fraud,5291.55
59821,2023-10-30,Fraud,39892.32
59824,2023-05-25,Missed Payments,41059.74
59825,2023-12-01,Bankruptcy,30518.55
59832,2023-10-23,Missed Payments,45263.45
59839,2023-12-24,Missed Payments,64878.8
59841,2023-12-10,Bankruptcy,26559.89
59844,2023-02-18,Missed Payments,26305.2
59845,2023-09-15,Missed Payments,63719.9
59847,2023-05-22,Fraud,18233.69
59848,2023-01-25,Missed Payments,8699.66
59852,2023-04-07,Missed Payments,53921.85
59853,2023-12-06,Job Loss,16930.12
59854,2023-05-14,Fraud,65392.28
59855,2023-08-28,Fraud,50506.28
59860,2023-11-28,Missed Payments,23332.77
59862,2023-05-31,Fraud,13812.14
59867,2023-12-08,Missed Payments,29683.55
59868,2023-04-15,Bankruptcy,60462.12
59869,2023-08-02,Missed Payments,1809.0
59873,2023-05-31,Bankruptcy,65153.99
59876,2023-04-08,Missed Payments,33849.95
59877,2023-10-27,Bankruptcy,2830.58
59879,2023-10-31,Fraud,4729.06
59881,2023-09-22,Missed Payments,49070.1
59883,2023-10-12,Bankruptcy,55924.47
59885,2023-07-12,Missed Payments,11234.26
59888,2023-07-03,Job Loss,69527.8
59894,2023-07-18,Missed Payments,58001.14
59896,2023-07-15,Fraud,60866.05
59899,2023-10-28,Bankruptcy,30847.31
59900,2023-03-10,Fraud,51475.12
59903,2023-07-12,Job Loss,13974.24
59904,2023-02-17,Bankruptcy,46051.98
59905,2023-04-09,Job Loss,63240.79
59908,2023-08-23,Missed Payments,69825.27
59909,2023-09-16,Fraud,26352.42
59912,2023-11-27,Fraud,37440.14
59914,2024-01-01,Fraud,49579.33
59915,2023-07-02,Fraud,2549.97
59916,2023-02-28,Fraud,42181.55
59918,2023-05-04,Bankruptcy,16484.34
59920,2023-08-14,Missed Payments,46037.34
59921,2023-01-21,Job Loss,57987.75
59924,2023-03-02,Fraud,68190.72
59925,2023-03-07,Fraud,12389.31
59927,2023-11-06,Fraud,39208.54
59929,2023-08-23,Missed Payments,22742.88
59932,2023-07-24,Missed Payments,24202.17
59933,2023-09-29,Missed Payments,55452.91
59935,2023-09-15,Fraud,17619.32
59936,2023-06-15,Fraud,69744.86
59939,2023-06-17,Job Loss,54767.9
59940,2023-10-31,Bankruptcy,41854.89
59942,2023-02-17,Fraud,48567.84
59944,2023-01-08,Fraud,54350.89
59945,2023-07-06,Bankruptcy,45906.7
59950,2023-08-08,Bankruptcy,26937.5
59951,2023-03-17,Missed Payments,29024.39
59953,2023-08-27,Fraud,53316.12
59956,2023-12-06,Job Loss,25949.9
59957,2023-09-04,Bankruptcy,51706.59
59958,2023-10-20,Job Loss,6494.87
59959,2023-12-18,Fraud,53454.18
59960,2023-12-10,Bankruptcy,32993.5
59961,2023-12-20,Bankruptcy,65570.94
59963,2023-12-05,Job Loss,20061.42
59964,2023-04-25,Job Loss,9184.75
59971,2023-12-20,Bankruptcy,36582.71
59972,2023-01-08,Fraud,30876.18
59975,2023-08-22,Missed Payments,25932.54
59976,2023-08-13,Job Loss,58706.06
59978,2023-10-20,Job Loss,26312.86
59979,2023-01-14,Job Loss,6751.0
59980,2023-06-17,Job Loss,45946.46
59981,2023-04-11,Fraud,17617.58
59990,2023-07-24,Fraud,22652.28
59994,2023-04-18,Job Loss,8523.03
59996,2023-04-30,Fraud,30530.23
59998,2023-11-07,Fraud,62755.55
60001,2023-12-13,Bankruptcy,17325.71
60003,2023-07-31,Missed Payments,66320.59
60004,2023-05-21,Bankruptcy,61079.6
60006,2023-09-09,Missed Payments,56201.13
60008,2023-11-22,Fraud,12189.83
60009,2023-04-03,Missed Payments,26236.3
60012,2023-04-18,Missed Payments,69142.24
60017,2023-06-04,Job Loss,13116.92
60021,2023-01-26,Missed Payments,44806.84
60025,2023-08-25,Job Loss,13062.37
60026,2023-11-03,Job Loss,40644.47
60030,2023-03-17,Bankruptcy,52716.45
60031,2023-04-13,Job Loss,2639.21
60035,2023-11-28,Missed Payments,22628.42
60040,2023-07-09,Missed Payments,68348.11
60041,2023-01-11,Fraud,7217.62
60042,2023-06-28,Job Loss,44351.61
60045,2023-09-10,Missed Payments,37464.21
60047,2023-01-09,Fraud,4300.56
60048,2023-02-11,Fraud,27077.56
60052,2023-07-27,Job Loss,30888.61
60056,2023-08-11,Bankruptcy,38255.6
60058,2023-05-27,Bankruptcy,3278.7
60065,2023-05-15,Job Loss,64208.32
60068,2023-06-03,Bankruptcy,49584.01
60070,2023-06-01,Fraud,66039.35
60071,2023-10-20,Missed Payments,59452.97
60073,2023-02-21,Job Loss,47040.46
60075,2023-06-14,Fraud,4198.45
60076,2023-04-21,Job Loss,44266.43
60078,2023-07-19,Job Loss,14514.6
60085,2023-12-29,Bankruptcy,49162.15
60088,2023-10-12,Bankruptcy,31206.7
60090,2023-08-27,Missed Payments,7699.9
60093,2023-06-21,Fraud,20090.42
60095,2023-02-20,Fraud,22909.87
60097,2023-11-08,Bankruptcy,57263.44
60100,2023-09-22,Bankruptcy,69260.14
60102,2023-05-14,Job Loss,13788.39
60110,2023-06-01,Missed Payments,28604.84
60120,2023-01-18,Bankruptcy,41054.49
60121,2023-03-22,Missed Payments,49030.82
60122,2023-02-14,Bankruptcy,64672.47
60124,2023-03-04,Bankruptcy,10638.7
60127,2023-05-22,Bankruptcy,67152.46
60134,2023-09-17,Missed Payments,14674.59
60136,2023-04-28,Missed Payments,17529.36
60137,2023-08-15,Job Loss,7290.32
60138,2023-02-28,Job Loss,44461.05
60141,2023-05-21,Missed Payments,30712.22
60148,2023-09-07,Missed Payments,49046.93
60150,2023-05-22,Bankruptcy,33301.24
60154,2023-05-17,Missed Payments,4890.03
60155,2023-10-24,Fraud,24903.89
60156,2023-04-13,Job Loss,6959.61
60157,2023-11-13,Job Loss,34296.89
60158,2023-12-20,Job Loss,28000.75
60161,2023-12-18,Fraud,25317.23
60162,2023-12-06,Fraud,53660.26
60163,2023-12-17,Bankruptcy,9980.63
60168,2023-09-26,Fraud,38064.62
60169,2023-06-04,Missed Payments,41114.33
60170,2023-07-10,Bankruptcy,47377.44
60171,2023-05-12,Fraud,15521.77
60174,2023-11-10,Missed Payments,39270.24
60177,2023-02-13,Bankruptcy,33440.28
60179,2023-02-21,Fraud,57990.06
60180,2023-03-06,Fraud,63815.59
60181,2023-12-27,Fraud,28934.06
60186,2023-12-27,Fraud,15396.08
60187,2023-07-21,Missed Payments,31469.62
60188,2023-07-03,Missed Payments,5731.07
60192,2023-06-15,Bankruptcy,36244.46
60194,2023-08-11,Job Loss,35448.01
60196,2023-07-23,Bankruptcy,45079.18
60197,2023-01-14,Missed Payments,7562.84
60199,2023-03-06,Job Loss,25200.31
60201,2023-03-03,Missed Payments,23765.69
60202,2023-12-12,Job Loss,65488.59
60204,2023-10-23,Missed Payments,44775.79
60210,2023-12-23,Missed Payments,58723.59
60215,2023-04-07,Job Loss,31628.82
60217,2023-03-24,Missed Payments,42113.27
60220,2023-12-26,Bankruptcy,26348.77
60223,2023-07-29,Missed Payments,2693.07
60224,2023-03-19,Job Loss,23657.29
60228,2023-05-17,Fraud,41767.54
60238,2023-04-27,Job Loss,52218.55
60240,2023-02-08,Job Loss,40118.3
60241,2023-01-06,Missed Payments,39437.99
60244,2023-06-19,Missed Payments,24177.12
60253,2023-09-20,Job Loss,60909.56
60255,2023-06-21,Bankruptcy,59170.61
60260,2023-07-15,Fraud,26681.6
60261,2023-10-25,Job Loss,53384.74
60262,2023-10-31,Bankruptcy,65108.82
60263,2023-10-15,Job Loss,10201.76
60265,2023-09-03,Bankruptcy,29988.83
60267,2023-01-10,Missed Payments,32756.92
60268,2023-12-31,Job Loss,32431.79
60269,2023-04-14,Job Loss,13278.02
60271,2023-05-27,Fraud,16720.33
60273,2023-11-02,Job Loss,2065.24
60274,2023-12-19,Fraud,24801.31
60277,2023-12-08,Bankruptcy,6259.56
60278,2023-06-28,Bankruptcy,38008.33
60280,2023-12-13,Bankruptcy,24086.35
60283,2023-12-07,Missed Payments,39445.75
60287,2023-05-20,Missed Payments,14377.02
60288,2023-02-21,Job Loss,53220.4
60290,2023-08-06,Bankruptcy,58137.17
60291,2023-12-31,Fraud,43442.33
60292,2023-12-06,Bankruptcy,68985.18
60293,2023-10-12,Fraud,23218.47
60296,2023-04-05,Fraud,8101.95
60305,2023-08-14,Missed Payments,31194.64
60308,2023-06-27,Missed Payments,17595.58
60310,2023-06-29,Bankruptcy,62889.56
60311,2023-03-17,Fraud,9516.15
60312,2023-03-11,Missed Payments,34368.83
60313,2023-06-20,Bankruptcy,37226.11
60314,2023-01-13,Job Loss,9131.99
60316,2023-12-12,Missed Payments,34857.49
60320,2023-02-25,Bankruptcy,17584.97
60323,2023-03-10,Job Loss,56587.11
60328,2023-12-08,Bankruptcy,17254.09
60333,2023-11-20,Fraud,37007.24
60335,2023-12-21,Fraud,13306.05
60338,2023-12-26,Missed Payments,41190.15
60341,2023-12-05,Fraud,46396.64
60342,2023-05-05,Bankruptcy,41159.23
60344,2023-11-25,Job Loss,33295.54
60345,2023-07-13,Bankruptcy,37180.01
60346,2023-04-14,Job Loss,44458.37
60348,2023-12-05,Bankruptcy,21498.03
60349,2023-02-12,Fraud,53854.87
60352,2023-05-15,Missed Payments,26951.69
60353,2023-05-01,Missed Payments,2077.4
60361,2023-02-04,Missed Payments,49415.74
60363,2023-04-04,Fraud,6481.44
60364,2023-03-01,Fraud,7420.67
60368,2023-12-17,Missed Payments,14572.37
60371,2023-09-19,Bankruptcy,25132.67
60372,2023-02-05,Bankruptcy,55251.07
60374,2023-02-06,Bankruptcy,4903.6
60375,2023-12-07,Job Loss,69834.05
60377,2023-09-09,Missed Payments,30471.91
60378,2023-09-18,Job Loss,53011.22
60379,2023-01-18,Missed Payments,15298.33
60382,2023-08-25,Missed Payments,68007.11
60387,2023-09-24,Missed Payments,40802.96
60390,2023-10-10,Job Loss,56940.45
60394,2023-07-22,Job Loss,11855.39
60395,2023-08-16,Missed Payments,42180.65
60396,2023-10-26,Bankruptcy,48697.56
60397,2023-04-15,Bankruptcy,15729.42
60404,2023-09-09,Bankruptcy,8605.03
60405,2023-02-09,Bankruptcy,16603.55
60406,2023-04-14,Fraud,35147.33
60408,2023-11-28,Fraud,67484.93
60418,2023-01-13,Bankruptcy,23353.9
60419,2023-03-02,Bankruptcy,14084.88
60422,2023-09-21,Missed Payments,18833.81
60423,2023-11-22,Fraud,34616.06
60424,2023-05-30,Fraud,56473.31
60427,2023-03-11,Bankruptcy,59397.04
60430,2023-01-12,Job Loss,2836.99
60433,2023-02-16,Bankruptcy,69555.99
60434,2023-11-28,Fraud,58558.98
60435,2023-11-09,Job Loss,55294.39
60436,2023-05-01,Job Loss,28035.68
60437,2023-04-19,Missed Payments,4356.74
60438,2023-05-27,Job Loss,43288.97
60439,2023-01-25,Job Loss,16707.48
60444,2023-04-19,Fraud,28929.89
60445,2023-10-16,Bankruptcy,64949.73
60449,2023-07-05,Fraud,27773.4
60450,2023-01-10,Bankruptcy,33814.87
60455,2023-05-01,Missed Payments,38411.05
60458,2023-10-10,Missed Payments,28282.58
60460,2023-10-15,Missed Payments,30396.97
60463,2023-03-13,Fraud,6419.64
60468,2023-09-05,Fraud,27901.28
60469,2023-10-18,Job Loss,1424.33
60480,2023-03-12,Job Loss,39059.61
60482,2023-08-25,Job Loss,12310.71
60485,2023-06-27,Job Loss,26399.01
60487,2023-11-07,Bankruptcy,18377.15
60490,2023-06-22,Fraud,52521.3
60491,2023-03-10,Missed Payments,64137.83
60492,2023-12-19,Job Loss,59219.64
60494,2023-07-17,Fraud,68592.72
60498,2023-07-26,Job Loss,62179.01
60500,2023-04-07,Fraud,5491.12
60503,2023-12-25,Bankruptcy,15100.92
60509,2023-07-07,Bankruptcy,41371.69
60510,2023-07-27,Job Loss,32220.25
60513,2023-06-06,Bankruptcy,28137.08
60515,2023-09-02,Fraud,60004.52
60519,2023-11-11,Missed Payments,7761.7
60523,2023-11-04,Missed Payments,41006.28
60524,2023-02-05,Job Loss,7705.1
60530,2023-11-25,Fraud,63604.17
60532,2023-06-04,Fraud,64258.6
60533,2023-09-10,Fraud,35738.78
60535,2023-05-30,Fraud,21931.76
60537,2023-06-05,Fraud,66775.28
60539,2023-06-14,Bankruptcy,19514.96
60540,2023-09-22,Bankruptcy,34066.74
60542,2023-02-15,Missed Payments,51493.24
60543,2023-12-06,Bankruptcy,32023.83
60545,2023-09-11,Missed Payments,27738.75
60548,2023-05-10,Fraud,36236.35
60551,2023-12-28,Fraud,8036.89
60558,2023-03-02,Missed Payments,38431.2
60560,2023-05-05,Bankruptcy,37739.32
60561,2023-03-15,Missed Payments,49547.96
60563,2023-06-07,Missed Payments,58853.13
60566,2023-04-12,Fraud,66818.95
60568,2023-09-07,Job Loss,16453.09
60570,2023-07-17,Bankruptcy,58552.53
60572,2023-10-04,Fraud,43284.23
60573,2023-09-20,Fraud,10212.61
60574,2023-11-16,Bankruptcy,25410.82
60576,2023-07-23,Bankruptcy,3648.51
60580,2023-03-24,Fraud,22115.99
60582,2023-10-08,Bankruptcy,35681.21
60583,2023-06-23,Missed Payments,65135.1
60586,2023-03-08,Bankruptcy,34530.29
60588,2023-06-11,Bankruptcy,51509.48
60593,2023-09-21,Missed Payments,55368.24
60597,2023-03-17,Fraud,47005.93
60599,2023-01-28,Job Loss,48082.28
60600,2023-05-26,Fraud,23093.14
60601,2023-08-19,Fraud,61074.73
60604,2023-11-23,Missed Payments,35423.21
60605,2023-11-02,Missed Payments,67612.2
60606,2023-04-19,Job Loss,30113.35
60610,2023-09-17,Missed Payments,67196.76
60613,2023-05-28,Job Loss,48638.37
60615,2023-05-17,Job Loss,12606.09
60616,2023-04-02,Bankruptcy,9355.04
60617,2023-02-09,Fraud,5346.84
60619,2023-11-15,Missed Payments,67758.39
60620,2023-07-13,Fraud,2780.39
60623,2023-11-22,Fraud,47301.58
60625,2023-11-23,Missed Payments,57191.62
60626,2023-07-07,Bankruptcy,40806.18
60629,2023-07-01,Fraud,65990.62
60631,2023-12-08,Missed Payments,55125.7
60632,2023-02-03,Bankruptcy,48084.63
60634,2023-11-30,Fraud,59560.51
60638,2023-01-25,Missed Payments,49335.04
60641,2023-12-10,Bankruptcy,41941.38
60645,2023-09-18,Bankruptcy,63625.74
60647,2023-07-11,Fraud,17118.51
60649,2023-12-09,Missed Payments,21968.89
60652,2023-02-01,Job Loss,1223.89
60655,2023-10-30,Bankruptcy,62693.59
60658,2023-04-05,Missed Payments,43979.71
60661,2023-05-25,Bankruptcy,16694.09
60664,2023-02-12,Job Loss,8276.05
60668,2023-09-21,Bankruptcy,19242.0
60669,2023-10-27,Bankruptcy,62611.85
60670,2023-09-08,Bankruptcy,43607.5
60671,2023-07-29,Fraud,65301.0
60672,2023-07-01,Fraud,52963.33
60674,2023-02-06,Missed Payments,31947.49
60676,2023-03-02,Bankruptcy,38701.88
60677,2023-06-05,Job Loss,24398.81
60678,2023-04-29,Fraud,67772.76
60679,2023-09-05,Fraud,61371.64
60680,2023-03-29,Missed Payments,57097.07
60683,2023-09-06,Job Loss,61105.55
60685,2023-05-25,Bankruptcy,62508.52
60687,2023-04-06,Job Loss,45875.68
60688,2023-11-03,Job Loss,42562.87
60693,2023-01-05,Missed Payments,38429.1
60694,2023-04-22,Job Loss,40197.81
60699,2023-07-16,Missed Payments,22176.08
60701,2023-05-25,Fraud,45150.47
60704,2023-09-14,Missed Payments,16503.75
60706,2023-01-01,Fraud,41499.87
60707,2023-09-07,Fraud,30572.85
60709,2023-12-22,Bankruptcy,24225.58
60712,2023-05-29,Fraud,11107.46
60713,2023-02-04,Fraud,59308.72
60714,2023-03-12,Bankruptcy,63419.05
60719,2023-08-31,Job Loss,61631.09
60726,2023-08-13,Missed Payments,28265.25
60727,2023-07-15,Job Loss,23597.4
60728,2023-09-20,Bankruptcy,56596.14
60729,2023-09-01,Bankruptcy,16843.98
60738,2023-04-30,Fraud,39334.66
60741,2023-05-01,Fraud,56902.0
60744,2023-03-22,Missed Payments,44755.68
60745,2023-10-15,Missed Payments,44470.68
60750,2023-09-12,Fraud,10789.06
60752,2023-09-03,Job Loss,54215.92
60761,2023-05-13,Missed Payments,60598.12
60763,2023-08-03,Missed Payments,56095.2
60764,2023-01-23,Missed Payments,18950.15
60767,2023-08-16,Missed Payments,56440.82
60769,2023-11-18,Missed Payments,17026.37
60773,2023-08-08,Bankruptcy,33544.87
60774,2023-12-24,Job Loss,7122.46
60778,2023-02-20,Bankruptcy,31501.99
60779,2023-08-03,Bankruptcy,27804.78
60780,2023-02-28,Missed Payments,15793.73
60786,2023-08-13,Missed Payments,26341.62
60787,2023-06-11,Missed Payments,35577.19
60790,2023-08-12,Fraud,2848.69
60791,2023-09-27,Fraud,31178.17
60793,2023-08-03,Missed Payments,17398.17
60796,2023-11-27,Missed Payments,6747.12
60802,2023-02-04,Missed Payments,14989.59
60805,2023-04-22,Missed Payments,27688.64
60806,2023-06-22,Missed Payments,65036.3
60808,2023-04-30,Fraud,12665.57
60817,2023-10-24,Bankruptcy,6666.65
60818,2023-10-28,Missed Payments,5692.32
60819,2023-07-09,Missed Payments,54962.28
60820,2023-02-25,Missed Payments,26268.48
60824,2023-11-03,Missed Payments,66527.65
60827,2023-12-15,Job Loss,23705.45
60828,2023-11-15,Job Loss,46376.79
60830,2023-11-21,Job Loss,10083.44
60832,2023-09-10,Job Loss,21462.63
60833,2023-08-06,Job Loss,64497.56
60839,2023-01-02,Bankruptcy,64963.58
60840,2023-01-06,Job Loss,13030.96
60842,2023-04-30,Missed Payments,35278.08
60843,2023-10-24,Bankruptcy,44059.25
60844,2023-01-24,Fraud,7930.19
60845,2023-11-11,Fraud,46214.91
60847,2023-07-03,Missed Payments,48817.88
60852,2023-11-21,Bankruptcy,39645.82
60863,2023-04-01,Bankruptcy,49731.78
60867,2023-04-28,Job Loss,51838.09
60868,2023-12-09,Missed Payments,30920.43
60870,2023-12-18,Missed Payments,9473.27
60871,2023-05-05,Fraud,12393.8
60873,2023-10-03,Bankruptcy,62588.61
60875,2023-12-11,Bankruptcy,27412.29
60876,2023-05-15,Bankruptcy,47585.88
60877,2023-03-19,Job Loss,58543.25
60880,2023-07-05,Fraud,69507.12
60882,2023-08-11,Job Loss,8821.59
60883,2023-10-14,Job Loss,58842.77
60884,2023-10-18,Fraud,23893.35
60886,2023-05-11,Fraud,56218.79
60891,2023-06-30,Job Loss,54729.56
60895,2023-04-13,Job Loss,36314.07
60899,2023-05-22,Job Loss,24216.06
60900,2023-01-31,Job Loss,9823.35
60903,2023-04-15,Job Loss,29849.66
60905,2023-08-25,Job Loss,45637.96
60906,2023-08-07,Missed Payments,30194.36
60909,2023-01-30,Bankruptcy,26990.37
60913,2023-06-24,Job Loss,26014.45
60914,2023-04-04,Bankruptcy,52235.83
60915,2023-10-12,Fraud,27580.59
60916,2023-08-19,Missed Payments,58077.33
60918,2023-07-03,Missed Payments,47312.1
60920,2023-12-22,Job Loss,8548.19
60921,2023-07-14,Missed Payments,46055.73
60924,2023-04-11,Missed Payments,5304.28
60925,2023-08-31,Bankruptcy,57189.78
60926,2023-10-10,Job Loss,55201.53
60928,2023-09-11,Missed Payments,42091.4
60936,2023-02-08,Job Loss,17867.35
60938,2023-10-02,Job Loss,66847.07
60941,2023-04-12,Missed Payments,69289.83
60942,2023-03-18,Bankruptcy,69841.62
60945,2023-06-30,Fraud,2335.75
60947,2023-01-15,Job Loss,44371.95
60948,2023-01-06,Bankruptcy,46022.29
60950,2023-05-01,Missed Payments,55422.07
60954,2023-12-21,Fraud,4508.21
60957,2023-03-06,Job Loss,34660.63
60958,2023-07-14,Fraud,27970.56
60959,2023-06-28,Missed Payments,47882.41
60963,2023-04-13,Missed Payments,44488.25
60964,2023-06-03,Fraud,54876.72
60965,2023-04-20,Bankruptcy,15510.3
60966,2023-04-22,Job Loss,25436.34
60967,2023-06-16,Bankruptcy,14376.35
60969,2023-12-22,Job Loss,60277.05
60971,2023-04-30,Job Loss,18629.73
60974,2023-09-22,Fraud,26252.56
60975,2023-02-14,Missed Payments,31581.2
60978,2023-03-30,Fraud,43152.23
60981,2023-10-06,Bankruptcy,37605.45
60982,2023-08-09,Fraud,38925.46
60985,2023-10-14,Fraud,53347.55
60988,2023-11-02,Fraud,51608.38
60989,2023-06-06,Bankruptcy,41301.99
60991,2023-12-28,Bankruptcy,1009.31
60993,2023-06-27,Bankruptcy,32544.78
60998,2023-01-27,Job Loss,33490.05
61000,2023-06-26,Bankruptcy,10425.89
61002,2023-05-31,Bankruptcy,61520.94
61011,2023-02-17,Bankruptcy,33808.04
61014,2023-04-12,Missed Payments,63126.94
61016,2023-10-04,Bankruptcy,19098.34
61017,2023-07-18,Missed Payments,2147.51
61019,2023-10-04,Missed Payments,28296.95
61022,2023-12-17,Bankruptcy,32951.98
61028,2023-02-22,Missed Payments,69328.57
61031,2023-06-05,Job Loss,49591.45
61032,2023-10-18,Fraud,44828.17
61036,2023-07-27,Job Loss,62798.69
61038,2023-04-18,Job Loss,28832.52
61039,2023-03-07,Fraud,50545.0
61041,2023-03-02,Job Loss,40760.39
61043,2023-06-04,Fraud,12867.73
61049,2023-09-04,Missed Payments,69071.07
61056,2023-02-12,Fraud,68851.97
61057,2023-09-11,Bankruptcy,61882.5
61058,2023-03-28,Bankruptcy,1851.56
61061,2023-04-27,Job Loss,60183.94
61065,2023-07-05,Job Loss,38998.14
61068,2023-07-05,Bankruptcy,33645.72
61070,2023-10-13,Missed Payments,65384.62
61072,2023-07-08,Fraud,19678.08
61073,2023-09-26,Bankruptcy,47353.58
61075,2023-09-15,Fraud,49098.67
61077,2023-05-30,Bankruptcy,46739.17
61079,2023-01-14,Fraud,10412.23
61080,2023-02-04,Missed Payments,1807.63
61081,2023-12-31,Missed Payments,19173.71
61082,2023-04-16,Missed Payments,32545.78
61084,2023-03-27,Missed Payments,65386.96
61085,2023-09-03,Bankruptcy,33793.75
61090,2023-09-26,Missed Payments,7654.73
61095,2023-06-12,Fraud,62879.3
61097,2023-05-20,Fraud,10642.78
61099,2023-04-21,Bankruptcy,43989.18
61101,2023-07-18,Missed Payments,63592.72
61103,2023-01-30,Bankruptcy,7784.7
61104,2023-10-11,Bankruptcy,38385.15
61106,2023-07-26,Missed Payments,19677.02
61107,2023-12-01,Fraud,43553.25
61110,2023-12-03,Missed Payments,18626.91
61111,2023-04-01,Fraud,11144.8
61112,2023-08-04,Fraud,48715.16
61119,2023-09-23,Job Loss,28866.41
61120,2023-12-15,Bankruptcy,69608.65
61123,2023-03-24,Job Loss,16414.19
61125,2023-07-30,Bankruptcy,13640.52
61127,2023-04-06,Fraud,23934.51
61128,2023-01-01,Missed Payments,3626.01
61130,2023-01-25,Job Loss,26001.17
61131,2023-10-14,Fraud,18477.58
61134,2023-10-03,Job Loss,32708.75
61137,2023-07-17,Fraud,62055.07
61142,2023-09-10,Missed Payments,23781.14
61143,2023-01-24,Fraud,48345.32
61146,2023-12-25,Missed Payments,48071.25
61149,2023-01-21,Job Loss,1351.2
61151,2023-10-19,Job Loss,20990.66
61154,2023-08-05,Job Loss,66160.56
61156,2023-01-24,Missed Payments,8591.09
61161,2023-11-28,Job Loss,65219.41
61163,2023-04-15,Job Loss,17720.18
61165,2023-09-01,Bankruptcy,10469.29
61168,2023-07-21,Missed Payments,23303.7
61170,2023-11-06,Bankruptcy,27336.42
61171,2023-12-20,Bankruptcy,19347.89
61172,2023-10-12,Job Loss,11385.09
61173,2023-04-19,Job Loss,35801.71
61180,2023-07-11,Missed Payments,42995.51
61184,2023-09-01,Bankruptcy,4061.04
61188,2023-09-18,Bankruptcy,23931.42
61190,2023-12-24,Missed Payments,52863.29
61191,2023-12-16,Bankruptcy,34396.21
61198,2023-05-26,Job Loss,5725.99
61199,2023-07-30,Job Loss,46443.63
61200,2023-05-26,Missed Payments,25887.0
61204,2023-10-07,Fraud,9641.42
61205,2023-02-13,Bankruptcy,41166.63
61207,2023-06-25,Missed Payments,68519.57
61208,2023-07-20,Fraud,43330.17
61215,2023-08-31,Bankruptcy,1126.39
61217,2023-07-19,Job Loss,38352.76
61222,2023-07-26,Missed Payments,29599.68
61226,2023-10-17,Job Loss,54221.25
61227,2023-09-06,Job Loss,23650.96
61228,2023-09-18,Missed Payments,41525.71
61231,2023-06-19,Fraud,53479.68
61233,2023-11-14,Missed Payments,52839.29
61240,2023-08-27,Bankruptcy,41679.7
61241,2023-03-28,Job Loss,64568.95
61244,2023-03-04,Job Loss,59814.94
61249,2023-05-17,Job Loss,9224.95
61256,2023-09-16,Job Loss,22131.86
61261,2023-04-12,Missed Payments,56031.08
61263,2023-01-30,Bankruptcy,11649.95
61264,2023-07-05,Bankruptcy,51294.89
61265,2023-08-13,Missed Payments,42597.7
61266,2023-12-04,Fraud,60649.49
61267,2023-12-09,Missed Payments,40121.81
61268,2023-10-19,Missed Payments,57563.06
61271,2023-01-26,Job Loss,35965.23
61273,2023-10-08,Job Loss,18595.46
61276,2023-03-30,Missed Payments,3521.58
61280,2023-07-22,Job Loss,10835.64
61282,2023-11-21,Bankruptcy,37488.61
61284,2023-02-15,Job Loss,29622.86
61286,2023-09-04,Missed Payments,56104.73
61288,2023-01-28,Fraud,22575.8
61289,2023-06-07,Bankruptcy,65365.92
61291,2023-08-01,Missed Payments,23495.04
61294,2023-07-29,Job Loss,19462.6
61296,2023-11-07,Bankruptcy,51435.29
61299,2023-06-14,Fraud,30628.87
61300,2023-08-22,Bankruptcy,38542.17
61303,2023-01-07,Missed Payments,1158.38
61305,2023-10-26,Bankruptcy,34260.59
61306,2023-09-22,Missed Payments,58285.44
61307,2023-08-29,Job Loss,2595.43
61308,2023-12-05,Missed Payments,42553.13
61313,2023-09-12,Bankruptcy,31282.96
61317,2023-12-15,Job Loss,31817.78
61318,2023-09-16,Bankruptcy,45272.9
61323,2023-01-14,Fraud,19779.94
61324,2023-01-07,Fraud,8458.03
61325,2023-02-18,Fraud,9674.59
61328,2023-11-09,Fraud,9692.26
61337,2023-11-14,Fraud,24396.59
61339,2023-10-28,Missed Payments,37201.28
61341,2023-09-03,Missed Payments,21659.61
61343,2023-07-10,Job Loss,51151.61
